Matrix Number,Matrix Rows,Matrix Cols,Matrix Nonzeros,Matrix Redundancy,Matrix Density,Avg Eigen Constructor Time,Avg CSC Constructor Time,Avg CSF2 Constructor Time,Avg CSF3 Constructor Time,Avg Armadillo Constructor Time,Avg Eigen InnerIterator Time,Avg CSC InnerIterator Time,Avg CSF2 InnerIterator Time,Avg CSF3 InnerIterator Time,Avg Armadillo InnerIterator Time,Avg Eigen Scalar Multiplication Time,Avg CSC Scalar Multiplication Time,Avg CSF2 Scalar Multiplication Time,Avg CSF3 Scalar Multiplication Time,Avg Armadillo Scalar Multiplication Time,Avg Eigen Vector Multiplication Time,Avg CSC Vector Multiplication Time,Avg CSF2 Vector Multiplication Time,Avg CSF3 Vector Multiplication Time,Avg Armadillo Vector Multiplication Time,Avg Eigen Memory Usage,Avg CSC Memory Usage,Avg CSF2 Memory Usage,Avg CSF3 Memory Usage,Avg Armadillo Memory Usage,Avg Eigen Transpose Time,Avg CSC Transpose Time,Avg CSF2 Transpose Time,Avg CSF3 Transpose Time,Avg Armadillo Transpose Time,Avg Eigen Matrix Multiplication Time,Avg CSC Matrix Multiplication Time,Avg CSF2 Matrix Multiplication Time,Avg CSF3 Matrix Multiplication Time,Avg Armadillo Matrix Multiplication Time,Avg Eigen Outer Sum Time,Avg CSC Outer Sum Time,Avg CSF2 Outer Sum Time,Avg CSF3 Outer Sum Time,Avg Armadillo Outer Sum Time,Avg Eigen Sum Time,Avg CSC Sum Time,Avg CSF2 Sum Time,Avg CSF3 Sum Time,Avg Armadillo Sum Time,Avg Eigen Norm Time,Avg CSC Norm Time,Avg CSF2 Norm Time,Avg CSF3 Norm Time,Avg Armadillo Norm Time
457,3008,3008,27576,0.108371,0.003048,140577,391881,2238688,3105961,927337,18087,18707,33554,92287,74085,11064,12022,14288,90104,8979,18149,23025,36484,95799,32156,342948,342972,434632,309106,260616,69330,44384407,1298892,1808115,59111,68891482,107655719,128428964,335542750,82003593,13139,44675,28159,98502,33182,6926,18701,24968,93393,9139,18302,18578,25862,95420,8223
458,3268,3268,27836,0.098716,0.002606,146893,399431,2265292,3047869,886791,17948,19258,35677,91563,74191,11162,11876,14936,89648,9047,19438,23111,38161,96120,31388,347108,347132,449248,318604,264632,71049,44493492,1386312,1817715,62276,75093131,118846663,144067747,369917555,95883591,12365,45347,31222,98504,33749,7167,18584,26355,92181,8836,18139,19262,28280,93054,8117
459,3008,3008,27576,0.107485,0.003048,142665,402462,2220020,3043915,946404,17751,18468,33574,91433,73658,11375,11940,13279,90459,9095,18446,22620,36534,96505,32342,342948,342972,435928,310294,260412,72277,44009897,1331297,1717290,59629,68264644,106567386,128593004,336554656,81548928,12069,43912,28178,96434,32940,6626,18328,25904,92419,8554,18156,18286,25712,94112,7860
460,3083,3083,21216,0.159802,0.002232,109026,320527,1545352,2019500,654561,14875,15226,27603,69440,50833,9980,9203,10888,65833,5107,14984,20254,30088,77104,22446,266928,266952,326464,221501,153540,46389,38980227,1255841,1563488,39991,59923846,98813194,114494817,275606048,92442927,11293,30721,22868,75788,29126,5694,15377,19252,69776,5518,15072,15336,19163,70803,4301
461,13436,13436,94926,0.160526,0.000526,433774,1486604,7531150,10023043,3263729,65020,63988,132452,322959,265946,48525,46188,36636,303900,35144,62842,82382,132310,345756,115835,1192860,1192884,1640836,1164429,912876,221032,701298980,5972203,7438600,220078,1092115566,1733611868,2037179699,5274205903,1549426591,44388,102231,135732,315385,129398,25515,64406,138616,318719,28693,64026,63348,101282,313023,24648
462,87,87,238,0.119923,0.031444,3911,4193,27898,35559,10932,428,485,711,1442,1967,541,206,425,1548,180,595,897,949,1791,2829,3208,3232,6208,3694,3112,1356,21456,25077,29238,3064,19935,41046,54596,106718,26818,511,515,529,1685,1378,96,438,433,1516,116,495,542,439,1735,156
463,87,87,238,0.117625,0.031444,3222,3614,22833,29819,8931,332,334,635,1144,1523,426,134,336,1216,142,468,627,695,1392,2544,3208,3232,6220,3704,3136,1076,18204,21087,24522,2789,16861,31402,42967,83600,22007,422,438,406,1176,1076,78,430,352,1236,108,392,380,352,1206,132
464,53,53,149,0.069182,0.053044,2701,3508,22015,30946,8418,352,304,537,1152,1318,362,140,322,1220,154,462,595,747,1398,2498,2004,2028,3948,2381,1944,1050,12930,22189,21664,2114,10339,13505,20838,46745,10473,409,430,374,1170,965,98,340,298,1244,100,360,344,324,1222,152
465,2904,2904,58142,0.195492,0.006894,299078,834577,4826238,6824302,1847321,38141,38782,62008,192727,182073,21468,27473,22261,187479,25598,34250,41792,63234,208256,74341,709324,709348,718460,507617,709324,164777,153930891,4188538,5798179,179119,105794388,162152264,178648055,637060153,106206501,28066,86662,47783,193656,58698,15976,38566,39921,190986,24107,37718,37678,44335,191244,22548
466,5860,5860,26324,0.141538,0.000767,140431,420076,1732183,2166429,791582,17592,18634,33699,79098,72622,12912,11066,14683,76463,6326,20761,26171,34604,86704,28287,339332,339356,473176,310423,209828,67594,65482501,1540974,1984456,50198,170228740,278686608,322937225,659547299,267773008,13503,43397,32967,88111,44674,7856,17879,32170,79579,6526,17573,17891,25800,78609,5803
467,4008,4008,8188,0.016357,0.00051,71414,107367,779055,943191,314828,8678,8989,18132,33300,56422,8846,3502,9145,34118,3556,11620,15475,20005,37516,22412,114292,114316,256060,162686,114292,27325,13885111,782353,902825,33685,64825309,111667995,141460675,215361944,121635640,9421,22772,18805,46104,34989,2278,9343,15513,33581,3711,9201,9385,15270,32989,3180
468,15575,15575,33074,0.007614,0.000136,263452,484793,2953936,3844298,1058232,27271,28435,62774,113136,208186,26836,14142,28258,113506,14096,40293,52707,68771,125711,76004,459192,459216,1022424,673005,458700,100081,208005440,2823191,3475262,125657,1000031047,1636777560,2024005487,3157244381,2200652636,27393,35510,75353,115151,123744,8111,28794,81084,111325,12665,28621,29359,51544,112132,11570
469,800,800,19176,1,0.029962,94731,271170,472352,554267,638277,12848,12914,13713,49735,63272,8816,8227,761,43962,8217,12307,15958,15178,48675,28062,233316,233340,111700,49660,233316,37361,11468272,516106,538584,46797,9637454,15167767,15578179,42315767,7083193,9724,29056,2731,50402,23832,3588,13020,2058,49833,6329,12952,13090,1815,49731,6347
470,800,800,19176,0.840519,0.029962,95352,274292,709246,818445,639956,12952,13128,17470,51426,62290,8918,8283,1060,49827,8289,12623,16437,19346,55215,28696,233316,233340,120664,58531,233316,38251,11588281,646763,694855,46811,9676952,15203315,16221022,46541226,7100435,10637,29663,2899,53121,23574,4903,13381,2260,51875,6923,13002,13116,2013,51911,6304
471,800,800,1600,0.239675,0.0025,14467,18316,121778,146658,62106,1146,1172,4368,8147,8241,1025,709,2482,8135,723,1454,2210,5236,9048,3122,22404,22428,46100,28065,22404,4779,612164,139832,152490,16981,2078416,5198673,5679124,8107604,2913610,4350,3777,4622,10912,5826,432,1174,2767,8393,635,1174,1150,2815,8129,621
472,800,800,1600,0.24635,0.0025,14409,18408,121049,147634,60475,1132,1168,4315,8287,8582,1004,779,2643,8285,725,1444,2063,5169,9025,3103,22404,22428,46184,28159,22404,3817,608557,140201,153810,16969,1929088,4558496,5709707,8271582,2850338,4550,3787,4460,11133,5901,446,1204,2545,8390,669,1162,1178,2541,8135,571
473,800,800,1600,0.236963,0.0025,14254,17923,122099,152265,61433,1150,1164,4220,8113,8435,1108,779,2420,8045,735,1456,2191,5063,9005,3250,22404,22428,46400,28383,22404,3935,600372,140193,152754,16675,2150882,5255104,5716579,8364757,2956315,4432,3827,4502,11365,6089,485,1180,2655,8145,663,1232,1158,2789,7884,615
474,800,800,4694,1,0.007334,23702,66755,170580,201025,158803,5564,5604,6816,15599,22608,5221,2035,1316,15172,2047,6173,8284,7678,16727,11455,59532,59556,51756,25550,59532,14423,1629400,226855,235826,15956,3622661,6740438,6964715,14097175,3834722,5758,10585,2218,17136,13561,1044,5578,1639,15877,1745,5706,5841,1687,15571,1659
475,800,800,4661,1,0.007283,25409,63471,171471,194500,157373,5646,5863,6935,15479,22407,5268,2013,1358,15194,2027,6123,8415,7594,16200,11333,59136,59160,51324,25119,59136,14299,1682255,225481,231358,17168,3559296,6712616,6853512,13781052,3745984,5692,10397,2446,16657,13411,1178,5454,1765,15549,1589,5718,5701,1819,15379,1551
476,800,800,4672,1,0.0073,25790,65388,166696,191525,155457,5602,5354,6881,15172,22456,5207,1977,1342,14815,2000,6163,8225,7598,16230,11461,59268,59292,51332,25096,59268,14411,1636261,223409,228438,16518,3553477,6698856,6891534,13756566,3835081,5614,10536,2891,16543,13204,1152,5510,1885,15320,1623,5682,5885,1787,15376,1559
477,800,800,4667,1,0.007292,25497,65259,171071,199855,157569,5680,5560,6848,15485,22253,5167,2006,1336,15042,2058,6053,8187,7570,16356,11151,59208,59232,51492,25190,59208,13798,1626680,227771,230769,16318,3590749,6763351,6920390,13871930,3822818,5830,11239,2324,16887,13451,1034,5558,1669,15775,1675,5779,5817,1623,15593,1591
478,800,800,4694,0.456698,0.007334,23744,63138,230167,273120,153960,5327,5248,9103,18122,22171,4997,1931,2292,18418,1953,5860,7966,9704,20067,11076,59532,59556,56532,30340,59532,13631,1619691,251545,291368,15873,3407723,6461074,6642336,13861128,3637522,5506,9974,2965,19681,12800,1022,5386,2410,18749,1532,5378,5532,2472,18430,1494
479,800,800,4661,0.468523,0.007283,25487,63923,237928,283512,159182,5640,5592,9498,18845,22245,5275,2003,2402,18825,2020,6139,8365,10381,20474,11391,59136,59160,56040,29792,59136,14611,1686396,268325,302263,17007,3557170,6680977,6902071,14144462,3747162,5668,10563,3107,20274,13467,927,5522,2596,19174,1544,5708,5831,2508,18927,1621
480,800,800,19176,1,0.029962,99919,263742,469582,556626,622107,13016,13010,13890,50438,62708,8816,8187,703,43818,8193,12132,16112,15206,51052,27896,233316,233340,111772,49763,233316,36806,11400723,508313,528800,46118,9606949,15104153,15573294,42955555,7228914,9762,28966,2759,50763,23578,3732,12848,2136,49915,6257,12912,12996,1803,50324,6257
481,800,800,4672,0.472291,0.0073,25338,71702,240623,286531,161833,5779,5570,9239,19147,22973,5336,2032,2446,19270,2068,6276,8582,10506,20991,11499,59268,59292,56024,29871,59268,14398,1665417,267734,306617,16973,3620076,6779003,6910674,14378822,3780567,5746,10525,3051,20502,13577,1093,5656,2560,19672,1643,5849,5938,2476,19270,1579
482,800,800,4667,0.448907,0.007292,24716,65288,235744,280306,158246,5572,5536,8993,18775,21885,5614,1997,2280,19338,2009,6115,8089,10089,20416,11193,59208,59232,56184,30053,59208,13778,1647063,265153,304430,19031,3582253,6758817,6899569,14188222,3793393,5620,10291,2961,20027,13293,1092,5570,2310,19200,1735,5604,5817,2398,18907,1570
483,2000,2000,19990,1,0.004998,133783,318274,687661,756334,662725,16204,16452,20185,54295,78864,15563,8592,2576,51590,8602,19684,25754,24476,59920,40628,247884,247908,166784,92071,247884,64601,21765426,792214,858231,67438,32205842,52732050,57181570,140399894,36775341,17258,30312,8243,55520,39640,5502,16987,7804,54921,8301,16500,17330,6444,54816,7287
484,2000,2000,19990,1,0.004998,133957,312385,682746,755733,654216,16252,16519,20248,54233,77645,15589,8714,2598,50729,8644,19526,25832,24229,61414,41035,247884,247908,166784,91946,247884,63571,21592271,800946,861123,66488,32077315,51055281,56880141,139259980,37236608,16993,29948,7991,55109,40051,4674,16841,8081,54392,8229,16651,17467,7069,54820,7472
485,2000,2000,19990,1,0.004998,129703,319130,675591,752236,669800,16238,16523,20564,54366,76809,15635,8574,2490,52199,8606,19053,25612,24311,60475,40756,247884,247908,166712,92106,247884,59415,21611503,789512,849587,64008,32210187,52282441,57239563,140924574,36800262,16907,30102,8165,55344,39436,4501,16737,7654,55011,7586,16376,17073,6355,55179,7408
486,2000,2000,19990,1,0.004998,131380,321256,681281,760041,687645,16240,16541,20402,54614,76607,15393,8616,2612,52125,8870,18901,25870,23961,59806,41538,247884,247908,166796,92061,247884,58956,21444540,812514,864503,62264,32081912,51057173,56206804,138748019,37043296,17248,29878,8003,54774,39403,4773,16755,8009,55213,7738,16775,18258,6265,55291,7187
487,2000,2000,19990,1,0.004998,133676,318699,680534,770038,666536,16519,16621,20512,54097,77152,15868,8628,2386,51212,8706,19640,25648,24103,59685,40936,247884,247908,166880,91976,247884,65553,21569801,809584,859582,65210,32016261,50889745,56611290,139444271,36834352,17318,30671,8123,55596,39864,4881,16990,7931,54704,7884,16577,17505,6950,54993,7440
488,2000,2000,19990,0.7041,0.004998,133614,321924,998705,1129296,684920,16192,16621,28801,62290,76756,15645,8714,4079,64843,8624,19139,25602,33988,71209,40744,247884,247908,187100,111494,247884,68402,21354946,1023285,1138202,64166,32323972,51784366,52892994,154322660,36833913,17208,30298,8810,65949,39582,5438,16891,9031,64617,7654,16621,17306,7918,64545,7400
489,2000,2000,19990,0.69972,0.004998,134101,314513,982180,1102832,672084,16172,16701,28221,61122,76349,15384,8638,3909,62034,8834,19076,25647,33174,70259,39512,247884,247908,187196,111599,247884,65064,20916022,1026018,1134868,63491,31579029,51703379,51667165,153200601,36863641,17398,30196,8908,65062,39087,4921,16779,7880,62649,7676,16581,17096,7445,62605,7482
490,2000,2000,19990,0.703382,0.004998,136053,318916,1007103,1144839,673022,16204,16613,28892,62579,76794,15555,8698,4029,64777,8774,19028,25634,33240,71728,40241,247884,247908,187028,111394,247884,63729,21576141,1022682,1127700,64815,32285710,52774456,51713031,154509911,36832536,17418,30539,8858,66075,38949,4606,16621,8566,65334,8251,16479,17326,7281,64374,7431
491,800,800,19176,1,0.029962,94998,271647,474830,558721,648762,12928,13321,13928,49791,61847,8836,8291,679,43599,8297,12260,15669,14878,49993,28333,233316,233340,111772,49830,233316,36599,11454698,504508,531649,45523,9677992,15211501,15649126,42698757,7058797,10125,29040,2442,50598,23812,4314,12998,1929,50116,6554,12974,13052,1657,50061,6347
492,2000,2000,19990,0.702527,0.004998,132075,315083,979829,1107677,667456,16098,16565,28407,61355,75964,15435,8524,3995,63829,8606,19412,25441,32967,70382,40513,247884,247908,187292,111626,247884,61419,21149661,1024100,1140274,61781,31832632,49752447,51063757,154312833,37219342,16747,29821,8281,65354,39596,4466,16593,8115,64180,7914,16587,17208,8073,64337,7614
493,2000,2000,19990,0.699545,0.004998,130938,319331,1013570,1117626,682514,16489,16454,28734,62092,86015,15875,8618,4254,65508,8748,19683,25888,33981,71568,41291,247884,247908,187076,111459,247884,67452,21567168,1027294,1146356,62597,32186011,50181643,52288466,155221101,36710221,17240,30511,9142,66644,40015,4993,16729,8688,65158,8044,16767,17508,7886,64611,7483
494,2000,2000,4000,0.247124,0.001,24448,46643,299038,357909,151346,2683,2997,11224,19098,21198,2294,1741,6680,19055,1767,3536,5023,12298,21333,8095,56004,56028,115568,71794,56004,8926,3596419,349551,382573,12437,13389219,23226128,29609707,49451790,26210960,2150,8991,12896,27427,14721,1150,2815,8612,19474,1793,2885,2793,7953,18953,1599
495,2000,2000,4000,0.237619,0.001,22692,43209,289673,337359,140539,2552,2895,10982,18823,20045,2178,1655,7115,17978,1643,3662,4831,11782,20897,7832,56004,56028,116096,72272,56004,8616,3375966,337899,363724,11373,14076720,25449083,28141356,47996933,26632669,9963,8349,11685,24696,14255,1012,2937,8236,18324,1918,2679,2739,7331,17843,1571
496,2000,2000,4000,0.247249,0.001,24810,45168,302934,372180,150059,2671,3025,11409,19005,20871,2532,1753,6999,18843,1759,3662,5005,12427,21564,8313,56004,56028,115736,71973,56004,9227,3580780,347393,384549,11054,15168342,26726183,29752953,51121169,27658738,10455,8990,12415,25217,14816,951,3045,8790,19348,1763,2913,2849,8407,18899,1629
497,2000,2000,11778,1,0.002945,70355,177945,437719,497246,398695,14132,14118,18338,37414,54873,12890,5087,3556,35280,5139,16288,20669,19637,41281,29379,149340,149364,128980,67930,149340,42094,9900275,635602,650716,45872,24538423,36704027,39476038,87721386,31952902,14264,26467,7230,40776,33206,2849,14428,7161,37656,5055,14495,14681,6177,37600,4504
498,2000,2000,11766,1,0.002942,71534,176451,435454,493489,395105,13849,13880,17358,36818,54452,12751,5001,3302,35426,5067,15824,20909,19264,39991,29264,149196,149220,129256,68379,149196,41661,9918858,609525,628426,45742,24071034,36096776,39035190,86168253,31833875,14178,25672,6964,40476,32667,2679,14004,6355,37167,4737,14136,14705,6343,37300,4267
499,2000,2000,11785,1,0.002946,70258,178554,434516,491874,396257,13864,14362,17713,37416,55434,12551,5045,3240,35053,5331,15469,20801,18927,40117,28441,149424,149448,129188,68048,149424,40866,9826234,622970,647987,45363,24103196,35873568,39411039,85745499,31714841,14076,26119,6738,40988,32392,2703,14162,6762,37416,4676,14094,14822,5720,37065,4284
500,2000,2000,11779,1,0.002945,70762,180394,433188,489988,396377,14120,14459,18244,36943,55818,12761,5031,3392,35885,5055,15929,21169,19458,39433,28543,149352,149376,128984,68308,149352,41796,9759108,618738,636379,45876,24201079,36254400,38988196,85885815,31763590,14280,25973,7275,40235,33144,2809,14705,6740,37492,4865,14294,14783,6175,37352,4296
501,2000,2000,11778,0.460737,0.002945,70257,176456,589740,685606,400868,14008,13922,22706,43070,54777,12818,5033,5917,42585,5053,15659,20572,24836,47038,28687,149340,149364,140416,80139,149340,40566,9691221,747926,854039,45946,24228045,36147938,39646014,93743278,31736609,14154,26233,8470,46619,33596,2596,14220,7918,43774,4940,14348,14353,7548,43471,4278
502,800,800,19176,1,0.029962,95110,270427,473101,555993,641429,12808,12892,14433,49695,61431,8720,8189,701,42752,8249,12846,15757,15441,49741,28281,233316,233340,111736,49906,233316,38223,11381782,502931,530807,47663,9598228,15234747,15617958,42297793,7125110,9713,28884,2504,50360,23572,3713,12930,1863,49585,6390,12954,13080,1865,49631,6231
503,2000,2000,11766,0.463387,0.002942,72690,180296,607573,702898,409389,14014,13996,23167,43938,54843,12982,5047,5819,43245,5061,15585,21634,25357,47803,29158,149196,149220,140932,80921,149196,41764,9837685,781916,895838,46200,24260604,35920263,39934512,95772877,32154646,14092,26188,8595,47653,32974,3073,14110,8261,44589,4730,14255,14613,7782,44247,4375
504,2000,2000,11785,0.460069,0.002946,70360,179382,605140,705219,407472,14012,14058,22654,46838,55409,12641,5071,5800,43163,5121,16077,21159,25199,48052,29541,149424,149448,140900,80521,149424,41894,9550342,755659,867631,46078,24372283,36737831,40167177,95957321,31997311,14080,26427,8768,47375,33062,3151,14505,7929,44315,4807,14112,14774,7756,44100,4452
505,2000,2000,11779,0.462631,0.002945,69680,177336,594261,692014,402296,14094,14174,22728,43626,55378,12958,5031,5794,43317,5023,16034,20831,25051,47615,28660,149352,149376,140660,80504,149352,41111,9792960,751555,859967,45679,24047266,36740099,39548108,94294651,31479360,14237,26704,8879,47386,33108,2781,14755,8826,44435,4598,14425,14717,7417,43866,4343
506,1000,1000,9990,1,0.00999,57906,155045,339000,376450,325216,8131,8119,10145,27030,40614,8002,4272,1036,26686,4262,9381,12766,12307,30074,20332,123884,123908,83360,42600,123884,24237,5515661,365664,384895,28796,7496957,11757182,13181552,33094361,7245514,8608,14894,3414,27704,20302,2098,8291,2524,28173,3438,8209,8609,2875,27403,3374
507,1000,1000,9990,1,0.00999,55047,146681,316894,358372,318064,7622,7824,9522,25848,36368,7253,4075,967,25656,4105,8918,12106,11144,28064,19043,123884,123908,83336,42509,123884,24467,5304471,351563,369677,29008,7194847,12191531,12750495,31556228,7112278,8085,14300,3392,26491,19352,2308,7794,2268,26106,3368,7752,8129,2086,26037,3378
508,1000,1000,9990,1,0.00999,60800,153446,336863,381345,326153,8139,8367,10207,27563,38560,7869,4318,967,26465,4340,9437,12910,12101,30721,19907,123884,123908,83384,42900,123884,26012,5561427,370643,390226,29401,7606412,11952699,13384402,33801014,7428529,8748,15334,3290,28302,20552,2390,8449,2472,27611,4134,8243,8598,2142,27661,3402
509,1000,1000,9990,1,0.00999,59780,152361,334523,374971,324705,8059,8191,9912,31965,38732,7732,4272,957,29976,4282,9215,14325,12154,32797,20699,123884,123908,83444,42809,123884,26317,5409548,366295,388074,29123,7486215,11733323,13197175,33652404,7338341,9157,14959,3624,28196,20198,2338,8299,2480,27752,3711,8133,8570,2290,27768,3366
510,1000,1000,9990,1,0.00999,56748,144294,320268,363844,317103,7674,7736,9660,25804,36564,7438,4087,931,25127,4115,8914,12188,11213,28996,19330,123884,123908,83432,42718,123884,24103,5284742,349365,370012,26808,7150796,11350413,12825550,31876308,7091855,8169,14303,3312,26716,19394,2322,7802,2569,26219,3448,7694,8169,2106,26023,3246
511,3000,3000,6000,1,0.000667,35857,70249,412339,399002,214656,3915,4188,10563,15821,30561,3610,2557,3749,14151,2572,5839,7642,12234,18190,12727,84004,84028,156012,92429,84004,13657,7863234,441451,444231,16871,33738927,61325438,68408774,99429824,66332784,14016,13593,15908,23780,21740,1496,4255,10012,15811,2544,4019,4175,8858,15949,2316
512,3000,3000,6000,1,0.000667,36009,69364,418569,402835,217275,3975,4410,11142,15779,31146,3598,2845,3550,14178,2609,5153,7580,12357,18444,12038,84004,84028,156012,92549,84004,12856,7935804,442479,448569,16877,33940957,62182237,69982097,100506764,67289821,13846,14563,16332,15395,21925,1486,4420,9710,16058,3021,4105,4119,8397,16436,2445
513,800,800,19176,1,0.029962,94713,266654,467188,549805,631176,12846,12956,14350,49394,61651,8764,8173,735,43652,8173,12287,15900,15294,48609,28140,233316,233340,111736,49886,233316,37129,11450056,499883,520123,45205,9536953,15019587,15529025,42058513,6950232,9615,28992,2543,50094,23367,4164,12894,1957,49460,6280,13020,12968,1785,49743,6256
514,3000,3000,6000,1,0.000667,35709,70408,419583,410237,221487,3981,4426,10283,15959,30761,3486,2603,3622,13900,2615,5287,7506,11475,17985,12020,84004,84028,156012,92609,84004,13569,7942802,449415,447779,16811,33195148,60602450,69414349,100534244,66853968,3312,13191,10965,18935,21941,1504,4366,9634,16040,2775,4170,4372,8347,16426,2304
515,1000,1000,5909,1,0.005909,32484,87602,215712,247716,201870,7051,6903,8589,19171,28353,6586,2560,1499,18759,2574,7630,10173,9882,20494,14373,74912,74936,64672,32116,74912,18657,2579802,285168,294021,21392,5778552,9414255,9712936,20818085,6206475,7101,13419,3216,20895,16536,1230,6868,2222,19538,2262,7149,7209,2103,19182,2098
516,1000,1000,5916,1,0.005916,35025,87392,218898,251349,200063,7067,6935,8866,19258,28004,6510,2560,1633,18917,2569,7596,10301,9618,20691,14583,74996,75020,64784,32369,74996,18618,2667792,288743,296790,21642,5816593,9323916,9689019,21178833,6302050,6979,13172,3180,21296,16497,1208,6943,2879,19589,2092,7045,7169,2398,19490,2047
517,1000,1000,5914,1,0.005914,31837,85919,215582,246177,195825,6933,6931,9009,18803,27423,6410,2759,1625,18388,2512,7680,11177,9537,20660,14378,74972,74996,64836,32453,74972,18370,2604359,282311,287958,20949,5654440,9331101,9664959,20895003,6180696,7379,13244,3356,20754,16200,1408,7041,2358,19709,2200,7039,7232,2230,19500,2388
518,1000,1000,5916,1,0.005916,31375,85987,212975,247674,194457,6971,6952,8702,18833,27555,6437,2496,1581,18457,2502,7474,10269,9367,20302,14212,74996,75020,64700,32236,74996,18514,2515918,281555,291871,21221,5677208,9307632,9555581,20540855,6161705,6860,12854,3229,20677,16523,1182,6989,2342,19091,2079,7013,7199,2224,19005,2055
519,5000,5000,12498,1,0.0005,136131,229586,794464,838635,406216,26766,26680,33198,54021,84712,26906,5334,11265,53662,5312,30459,42160,38021,61188,50121,169980,170004,258364,149339,169980,72545,22165100,1011968,1137656,76387,109445464,175383889,220596652,389125789,193463646,30345,41461,21496,62409,65054,3424,27840,17426,55399,5520,27142,28762,16390,54073,4809
520,5000,5000,12498,0.349276,0.0005,137938,236034,1050948,1154814,410049,26838,26852,44373,72568,85714,27170,5352,16230,72177,5404,30743,42950,49468,78928,50553,169980,170004,285772,174459,169980,72115,22454945,1229259,1430451,73367,111063940,176342154,221998594,467377172,195358114,30142,41443,23578,79082,66190,3158,27932,20434,75010,5113,27114,29137,19368,70927,4690
521,5000,5000,10000,0.252551,0.0004,59225,124267,876580,965849,332123,6402,7336,28710,45473,51071,5929,4229,18308,45263,4320,8251,12407,30862,50475,19260,140004,140028,288980,180816,140004,21648,21710505,903719,999633,27637,94426701,168769955,204653581,340331222,185827606,4857,14649,26642,52899,35849,2687,6824,23021,46213,4099,6680,6794,21973,45599,3807
522,5000,5000,29570,1,0.001183,196264,475235,1098498,1242819,968126,34743,35532,44187,92375,135231,31581,12774,12263,84873,12970,39037,52103,48362,102524,71618,374844,374868,323028,177163,374844,120405,59029189,1815615,1983121,132606,157693044,241564783,260986730,573127881,222373990,36127,65404,23325,100861,80583,7845,36047,19446,93952,12519,35324,37238,17513,92926,11335
523,5000,5000,29570,0.46121,0.001183,195059,470224,1512104,1751014,972085,34406,35093,57251,108018,135742,31168,12770,16202,104848,12908,38916,52296,61764,121630,70924,374844,374868,352164,205659,374844,119432,59124636,2271843,2622891,137457,156219479,245471781,265261321,683667450,224001208,35276,65568,25193,116734,83558,8102,36045,20296,111799,11908,35394,37692,19911,108140,11860
524,800,800,19176,0.844577,0.029962,98521,271255,717311,821693,645749,12938,13086,17470,51817,62419,8998,8285,1074,50536,8314,12334,16204,19825,57411,28944,233316,233340,120772,58231,233316,36436,11522257,639874,689629,47982,9721179,15342791,15716561,46347978,7069307,10409,29122,2733,53187,23480,4864,13258,2078,52296,6793,13018,13157,2110,52161,6412
525,7000,7000,17148,1,0.00035,188736,287974,1072030,1153862,565190,37715,37161,47021,75333,119019,38045,7361,13240,76078,7446,42926,58114,53380,87313,70059,233780,233804,360284,208349,233780,100228,42646960,1423985,1615469,107646,214463028,372121837,448944603,803287937,384902681,42251,50274,28812,87371,91640,4388,38680,26357,77714,6734,38255,40674,20456,75201,6394
526,7000,7000,17148,0.343213,0.00035,188778,298442,1403007,1586339,571682,37618,37434,61693,99843,119325,38207,7355,21987,99743,7544,43431,58589,68446,109477,70807,233780,233804,398696,243554,233780,103313,42628485,1691125,1965749,103525,213753827,372133972,448099949,976781464,384761354,41995,59125,32831,108776,91697,4558,38676,29096,101955,7083,38149,40133,27031,98995,6558
527,7000,7000,14000,0.252989,0.000286,82248,173665,1260915,1379269,468047,9153,10968,41389,64070,71724,8101,6007,25201,63653,6051,11589,17636,42726,72702,26922,196004,196028,404704,253607,196004,29521,42872321,1303603,1421838,37123,178770235,324751710,416751391,673965224,371285789,7223,20803,39199,75283,50681,3721,9573,36802,65659,6213,9542,9585,30289,63306,5500
528,7000,7000,41459,1,0.000846,277899,694629,1625160,1763608,1360662,48246,48521,60926,130028,189439,44060,17747,16989,120277,17999,54840,73441,69115,145647,100280,525512,525536,452356,249832,525512,169255,116387715,2647844,2851863,185553,309675522,490066083,521257965,1151387922,447376674,49088,83166,32895,140114,111054,13010,49665,28804,131470,16316,48918,50663,23333,131043,15194
529,7000,7000,41459,0.459626,0.000846,278981,694769,2113692,2433906,1339294,47390,47952,75367,147354,185429,42954,17805,21071,143521,17863,54291,71722,84292,165915,98475,525512,525536,492772,288532,525512,175489,113978803,3049998,3713869,182991,305439254,481443079,590592240,1354945239,443310586,48789,90281,35318,159419,108886,11777,49350,30342,150055,16168,47803,50496,26445,147859,14992
530,8000,8000,16000,0.25026,0.00025,82039,202423,1441249,1544240,532402,10317,10916,44549,73808,81190,9199,6822,28579,72808,6865,13757,19955,48455,83288,31138,224004,224028,463076,290487,224004,36508,55542866,1480106,1648962,41660,245873518,426039043,556346745,890973304,490292281,8638,23479,42896,86181,57409,4654,10858,39780,75365,6498,11214,10776,33801,72637,5904
531,9000,9000,18000,0.247583,0.000222,93387,214095,1532190,1768966,571796,11645,12151,53494,82635,91195,10121,7706,32414,81783,7798,14617,22297,54389,92593,34628,252004,252028,521628,327539,252004,38076,70327904,1531077,1807059,47208,297811423,532829572,702212403,1120921324,622558846,10544,13734,50102,83158,64509,4792,12461,46218,83781,7880,12487,12202,38816,81162,6477
